feature,shap_importance
AU15_std,0.6344011685679541
AU20_std,0.5327007494007557
AU01_mean,0.40086611719932264
AU05_mean,0.33256162131668604
AU04_mean,0.19447065087187781
AU02_mean,0.004133043359448314
